,title,tags
61,crimson tide,us nuclear missil sub young first offic stage mutini prevent trigger happi captain launch missil confirm order action thriller drama hollywoodpictur donsimpson/jerrybruckheimerfilm denzelwashington genehackman mattcraven georgedzundza viggomortensen jamesgandolfini rockycarrol jaimegomez michaelmilhoan scottburkhold dannynucci lillobrancato ericbruskott rickyschrod stevezahn marcellothedford ryanphillipp scottgrim
62,desperado,gunsling embroil war local drug runner thriller action crime columbiapictur loshooligansproduct antoniobandera salmahayek joaquimdealmeida cheechmarin stevebuscemi carlosandrésgómez quentintarantino titolarriva angelavil dannytrejo abrahamverduzco carlosgallardo albertmicheljr. davidalvarado angelalanza elizabethrodriguez
63,devil in a blue dress,late 1940 lo angel easi rawlin unemploy black world war ii veteran job prospect bar meet dewitt albright mysteri white man look someon investig disappear miss woman name daphn monet suspect hide one citi jazz club strap money face hous payment take soon find head drama mysteri thriller tristarpictur mundylaneentertain denzelwashington tomsizemor jenniferb doncheadl maurychaykin terrykinney melwinkl alberthal lisanicolecarson jernardburk davidfonteno
64,die hard: with a vengeance,new york detect john mcclane back kick bad guy butt third instal action pack seri find team civilian zeu carver prevent loss innoc live thought seen geniu name simon engag partner -- belov citi deadli game demand concentr action thriller twentiethcenturyfoxfilmcorpor cinergipicturesentertain brucewilli jeremyiron samuell.jackson grahamgreen colleencamp larrybryggman anthonypeck nicholaswyman samphillip kevinchamberlin sharonwashington stephenpearlman michaelalexanderjackson aldishodg mischahausserman michaelcristof tonyhalm
65,first knight,timeless tale king arthur legend camelot retold passion period drama reluct hand crown lancelot guinever torn loyalti husband grow love rival must balanc throne reward true action adventur drama romanc columbiapicturescorpor firstknightproduct seanconneri richardger juliaormond bencross liamcunningham christophervilli valentinepelka colinmccormack ralphineson johngielgud stuartbunc janerobbin jeanmariecoffey paulkynman tomluci richardclaxton
66,hackers,along new friend teenag arrest us secret servic ban use comput write viru discov plot nefari hacker must use skill find evid pursu evil geniu behind action crime thriller drama unitedartist suftley jonnyleemil angelinajoli jessebradford matthewlillard renolysantiago fishersteven albertawatson laurencemason lorrainebracco wendellpierc michaelgaston marcanthoni pennjillett petery.kim darrenle lizawalk bobsess ethanbrown blakewillett maxligosh jeffhard felicityhuffman paulklementowicz denisegeorg williamdemeo
67,johnny mnemonic,data courier liter carri packag insid head must deliv die burden kill yakuza dystopian 2021 johnni keanu reev traffick implant allow secur store sensit regular comput network one deliveri run accept exce safeti limit kill remov time also contain inform far import valuabl ever imagin race avoid assassin sent remov end life adventur action drama sciencefict thriller tristarpictur alliancecommunicationscorpor keanureev dinamey takeshikitano ice-t dolphlundgren denisakiyama henryrollin barbarasukowa udoki tracytwe falconerabraham donfranck diegochamb sherrymil arthureng vonflor victoriateng warrensulatycki celinawu genemack jamieelman simonsinn caitlincarmodi erincarmodi marlowvella howardszaf paulbrogren arthisambasivan michaela.miranda coyoteshiv lynneadam michaelshear susantsagkari christophercomri robincrosbi glennbang nataliegray
68,judge dredd,dystopian futur dredd famou judg cop instant field judiciari power convict crime commit murder counterpart escap sciencefict hollywoodpictur cinergipicturesentertain sylvesterstallon dianelan armandassant robschneid jürgenprochnow maxvonsydow christopheradamson joannamil joanchen balthazargetti mauriceroev ianduri ewenbremn petermarink martinmcdougal mitchellryan scottwilson
69,kids,controversi portray teen new york citi expos deepli disturb world sex substanc abus film focus sexual reckless freckl face boy name telli whose goal mani differ girl jenni girl test posit hiv know contract diseas discov idea safe virgin continu pass onto unsuspect make busi tri stop drama crime miramaxfilm leofitzpatrick rosariodawson chloësevigni justinpierc sajanbhagat billyvald billywaldeman javiernunez luisnúñez christianbruna alexglen josephchan johnathanstacikim adrianebrown sarahhenderson jonabraham
70,living in oblivion,film filmmak take place one day set non budget movi ultim tribut independ filmmak drama comedi jdiproduct lemonskyproduct stevebuscemi catherinekeen dermotmulroney jameslegro peterdinklag daniellevonzerneck ricamarten kevincorrigan robertwightman
71,mallrats,dump girlfriend two best friend seek refug local mall romanc comedi universalpictur gramercypictur alphavillefilm viewaskewproduct jasonle jeremylondon shannendoherti claireforlani benaffleck joeylaurenadam michaelrook jasonmew kevinsmith priscillabarn renéehumphrey ethansuple stanle sven-olethorsen scottmosi waltflanagan bryanjohnson
72,mighty morphin power rangers: the movie,power six incred teen maneuv defeat evil everywher mighti morphin ranger time ranger may met match face sinist monster galaxi ever seen action adventur sciencefict famili fantasi twentiethcenturyfoxfilmcorpor sabanentertain toeicompani amyjojohnson jasondavidfrank davidyost johnnyyongbosch stevecardena karanashley paulschrier jasonnarvi paulfreeman gabriellefitzpatrick jamiecroft petermochri
73,mute witness,billi mute kept becom success makeup artist russia work film direct sister boyfriend andi find trap studio one night horrifi see snuff made escap help kate alert author saw unfortun make enemi russian mafia fund thriller foreign cometfilmproduktiongmbh avroramedia cobblestonepictur marinazudina fayripley evanrichard igorvolkov sergeikarlenkov alecguin aleksandrpyatkov nikolaipastukhov aleksandrbureyev yuriysherstnyov deniskarasyov olgatolstetskaya olegyankovskiy
74,the net,angela bennett freelanc softwar engin live world comput technolog cyber friend ask debug new game inadvert becom involv conspiraci soon turn life upsid vacat mexico purs stolen find peopl event may seem target assassin ruin get passport u embassi wrong name ruth marx return sort thing discov unsavori past lengthi polic record make matter wors anoth person assum real ident ... crime drama mysteri thriller action columbiapictur sandrabullock jeremynortham dennismil wendygazel kenhoward dianebak raymckinnon danielschorr l.scottcaldwel robertgossett kristinakrofft tonyperez genekirkwood christopherdarga charleswinkl juliapearlstein ricksnyd geraldbern tannisbenedict vaughnarmstrong wrent.brown lynnblad israeljuarb juliavera lewisdixjr. lilifland adamwinkl briane.frankish wanda-leeevan davidwinkl andrewamador juangarcía
75,party girl,although mari littl incom still find way spend night club arrest throw illeg rave ask aunt judi bail money job librari repay initi clerk bore stifl prefer get know street food vendor like howev must refocu life lose apart comedi partyproduct parkerposey lievschreib anthonydesando guillermodíaz donnamitchel sashavonscherl richardtopol simonverhoeven
76,the prophecy,angel gabriel come earth collect soul end stalem war heaven former priest littl girl stop fantasi horror thriller dimensionfilm christopherwalken eliaskotea virginiamadsen ericstoltz adamgoldberg viggomortensen amandaplumm shawnnelson emilyconforto
77,the scarlet letter,set puritan boston mid 1600 stori seamstress hester prynn outcast becom pregnant respect reverend refus divulg name father convict adulteri forc wear scarlet indian attack unit puritan lead reevalu law moral drama histori romanc hollywoodpictur cinergipicturesentertain demimoor garyoldman robertduval robertproski edwardhardwick joanplowright roydotric larissalaskin amywright danaivey lisaandoh
78,showgirls,young drifter name nomi arriv la vega becom dancer soon set claw push way top showgirl drama unitedartist lestudiocanal+ carolcopictur elizabethberkley kylemaclachlan ginagershon glennplumm robertdavi alanrachin ginaravera lintucci gregtravi alruscio patrickbristow williamshockley bobbiephillip deweyweb renariffel michellejohnston lisaboyl jackmcge carolinekeyjohnson juliepop jacobwitkin kristenknittl carrieanninaba
79,smoke,writer paul benjamin nearli hit bu leav auggi wren smoke shop stranger rashid cole save life soon middl age tell homeless mind short term housem still griev wife murder move quest reconnect father discoveri woman might daughter give birth comedi drama miramaxfilm harveykeitel williamhurt giancarloesposito josézúñiga stephengevedon jaredharri haroldperrineau forestwhitak stockardchan ashleyjudd victorargo michellehurst ericagimpel malikyoba
80,species,1993 search extra terrestri intellig project receiv transmiss detail alien dna structur along instruct splice human result sil sensual deadli creatur chang beauti woman armour plate kill machin blink eye sciencefict horror action metro-goldwyn-mayer(mgm) natashahenstridg benkingsley michaelmadsen alfredmolina forestwhitak michellewilliam marghelgenberg jordanlund hertawar williamutay donfisch scottmckenna virginiamorri jayneluk davidk.schroed davidjensen estherscott shirleyprestia davidselburg melissabickerton lucyrodriguez scottsproul stogiekenyatta garybullock susanhaus williambumil carolinebarclay matthewashford anthonyguidera saralis whiphubley patriciabelch richardf leslieishii marlieseschneiderman robertmendelson pamelacook lisaliberati edston dendrietaylor kurtisburow danahe frankwelk justinarmao jellybeanbenítez gregbronson jimmychunga james romangütting christopherivin zakknutson coatimundi jasonnewel
81,strange days,set year 1999 last day old millennium movi tell stori lenni nero ex cop deal data disc contain record memori emot one day receiv disc contain murder kill prostitut investig pull deeper whirl blackmail murder rape surviv solv case crime drama sciencefict thriller lightstormentertain ralphfienn angelabassett tomsizemor juliettelewi williamfichtn michaelwincott glennplumm brigittebako kellyhu richardedson josefsomm joeurla michaeljac
82,the tie that binds,john netherwood wife leann fugit want murder young daughter name jani want back thriller hollywoodpictur polygramfilmedentertain interscopecommun darylhannah keithcarradin moirakelli vincentspano juliadevin rayreinhardt barbaratarbuck nedvaughn kerriecullen bobminor georgemarshallrug thomasrosal jr. marquisnunley carmenargenziano cyndawilliam brucea.young laurale jennygago jackjohnson melaniemacqueen laurielathem williegarson gregcollin danagladston jessehay andreasandahi chriselli coleenmaloney shawnrow melissahay stevenrosenbaum suzannekrul kevinbourland taylorallbright genelythgow lynnwanlass kennyalexand benjaminmouton danawalsh
83,under siege 2: dark territory,passeng train hijack electron expert turn untrac command center weapon satellit plan blow washington dc one man stop former navi seal casey ryback action thriller regencyenterpris warnerbros. seagal/nassoproduct victorcompanyofjapan(jvc) cuttingedgefilm stevenseag ericbogosian everettmcgil katherineheigl моррисчестнат petergreen patrickkilpatrick scottsow afifialaoui andyromano brendabakk sandrataylor
84,a walk in the clouds,world war ii vet paul sutton fall pregnant unw woman persuad -- first encount pose husband face famili drama romanc twentiethcenturyfoxfilmcorpor zuckerbrothersproduct keanureev aitanasánchez-gijón anthonyquinn angélicaaragón evangelinaelizondo debramess giancarlogiannini freddyrodríguez
85,waterworld,futurist world polar ice cap melt made earth liquid planet beauti barmaid rescu mutant seafar float island prison escap along young charg enola sail aboard ship trio soon becom target menac pirat covet map dryland – tattoo back adventur action universalpictur gordoncompani davisentertain licht/muellerfilmcorpor kevincostn chaimgirafi rickavil r.d.call zittokazann jeannetripplehorn dennishopp jackblack zakesmoka jackkehl tinamajorino ritazohar gerardmurphi michaeljet kimcoat
